Timestamp,Latitude,Longitude,Occupancy,Capacity,QueueLength,TrafficCongestion,IsSpecialDay,VehicleTypeWeight
2016-11-13 10:33:00,26.14449459,91.73620513,212,387,5,average,1,1.0
2016-11-13 11:00:00,26.14449459,91.73620513,257,387,6,average,1,1.0
2016-11-13 11:27:00,26.14449459,91.73620513,296,387,10,high,1,1.0
2016-11-13 12:00:00,26.14449459,91.73620513,338,387,10,high,1,0.5
2016-11-13 12:27:00,26.14449459,91.73620513,339,387,11,high,1,1.0
2016-11-13 13:07:00,26.14449459,91.73620513,345,387,10,high,1,1.0
2016-11-13 13:33:00,26.14449459,91.73620513,345,387,10,high,1,1.0
2016-11-13 14:00:00,26.14449459,91.73620513,345,387,6,average,1,1.0
2016-11-13 14:27:00,26.14449459,91.73620513,345,387,6,average,1,1.0
2016-11-13 15:00:00,26.14449459,91.73620513,336,387,5,high,1,0.5
2016-11-13 15:27:00,26.14449459,91.73620513,311,387,3,low,1,1.0
2016-11-13 16:00:00,26.14449459,91.73620513,274,387,2,low,1,1.0
2016-11-13 16:27:00,26.14449459,91.73620513,232,387,2,low,1,1.0
2016-11-14 08:00:00,26.14449459,91.73620513,67,387,2,low,0,0.5
2016-11-14 08:33:00,26.14449459,91.73620513,89,387,2,average,0,0.5
2016-11-14 09:00:00,26.14449459,91.73620513,109,387,2,low,0,1.0
2016-11-14 09:27:00,26.14449459,91.73620513,143,387,1,low,0,1.0
2016-11-14 10:00:00,26.14449459,91.73620513,178,387,4,average,0,1.5
2016-11-14 10:27:00,26.14449459,91.73620513,210,387,3,average,0,0.5
2016-11-14 11:00:00,26.14449459,91.73620513,247,387,5,average,0,0.5
2016-11-14 11:27:00,26.14449459,91.73620513,258,387,5,average,0,1.0
2016-11-14 12:00:00,26.14449459,91.73620513,276,387,8,high,0,1.0
2016-11-14 12:27:00,26.14449459,91.73620513,293,387,7,high,0,0.5
2016-11-14 13:00:00,26.14449459,91.73620513,304,387,4,average,0,1.0
2016-11-14 13:27:00,26.14449459,91.73620513,315,387,7,high,0,1.0
2016-11-14 14:00:00,26.14449459,91.73620513,317,387,4,average,0,1.0
2016-11-14 14:33:00,26.14449459,91.73620513,301,387,4,average,0,1.0
2016-11-14 15:00:00,26.14449459,91.73620513,277,387,3,average,0,1.0
2016-11-14 15:27:00,26.14449459,91.73620513,252,387,2,low,0,1.5
2016-11-14 16:00:00,26.14449459,91.73620513,241,387,2,low,0,1.0
2016-11-14 16:27:00,26.14449459,91.73620513,228,387,1,low,0,1.0
2016-11-15 07:57:00,26.14449459,91.73620513,141,387,2,low,0,1.0
2016-11-15 08:30:00,26.14449459,91.73620513,162,387,2,low,0,1.0
2016-11-15 08:57:00,26.14449459,91.73620513,184,387,2,average,0,0.5
2016-11-15 09:30:00,26.14449459,91.73620513,228,387,4,average,0,1.0
2016-11-15 09:57:00,26.14449459,91.73620513,271,387,2,low,0,1.0
2016-11-15 10:30:00,26.14449459,91.73620513,325,387,4,average,0,1.0
2016-11-15 11:03:00,26.14449459,91.73620513,339,387,5,average,0,1.5
2016-11-15 11:30:00,26.14449459,91.73620513,322,387,4,average,0,1.0
2016-11-15 11:57:00,26.14449459,91.73620513,329,387,5,average,0,1.0
2016-11-15 12:30:00,26.14449459,91.73620513,332,387,8,high,0,1.0
2016-11-15 12:57:00,26.14449459,91.73620513,337,387,8,high,0,1.0
2016-11-15 13:30:00,26.14449459,91.73620513,339,387,7,high,0,1.0
2016-11-15 14:03:00,26.14449459,91.73620513,345,387,4,average,0,1.0
2016-11-15 14:30:00,26.14449459,91.73620513,338,387,4,average,0,1.0
2016-11-15 15:03:00,26.14449459,91.73620513,329,387,2,low,0,1.0
2016-11-15 15:30:00,26.14449459,91.73620513,307,387,2,low,0,0.5
2016-11-15 15:57:00,26.14449459,91.73620513,293,387,2,low,0,1.0
2016-11-15 16:30:00,26.14449459,91.73620513,270,387,2,low,0,1.0
2016-11-16 08:00:00,26.14449459,91.73620513,186,387,2,low,0,1.0
2016-11-16 08:27:00,26.14449459,91.73620513,213,387,1,low,0,1.0
2016-11-16 09:00:00,26.14449459,91.73620513,249,387,2,low,0,1.0
2016-11-16 09:27:00,26.14449459,91.73620513,278,387,2,low,0,1.0
2016-11-16 10:00:00,26.14449459,91.73620513,320,387,3,low,0,1.0
2016-11-16 10:33:00,26.14449459,91.73620513,340,387,4,average,0,1.0
2016-11-16 11:00:00,26.14449459,91.73620513,342,387,5,average,0,1.0
2016-11-16 11:27:00,26.14449459,91.73620513,343,387,5,average,0,1.0
2016-11-16 12:00:00,26.14449459,91.73620513,342,387,8,high,0,0.5
2016-11-16 12:27:00,26.14449459,91.73620513,344,387,8,high,0,1.5
2016-11-16 13:00:00,26.14449459,91.73620513,343,387,7,high,0,0.5
2016-11-16 13:27:00,26.14449459,91.73620513,341,387,7,high,0,1.0
2016-11-16 14:00:00,26.14449459,91.73620513,342,387,4,average,0,1.0
2016-11-16 14:27:00,26.14449459,91.73620513,332,387,5,high,0,1.0
2016-11-16 15:00:00,26.14449459,91.73620513,325,387,3,average,0,1.0
2016-11-16 15:33:00,26.14449459,91.73620513,303,387,2,low,0,0.5
2016-11-16 16:00:00,26.14449459,91.73620513,298,387,1,low,0,1.0
2016-11-16 16:33:00,26.14449459,91.73620513,272,387,2,low,0,1.5
2016-11-17 08:04:00,26.14449459,91.73620513,99,387,2,low,0,1.0
2016-11-17 08:31:00,26.14449459,91.73620513,127,387,2,low,0,1.5
2016-11-17 09:03:00,26.14449459,91.73620513,167,387,3,average,0,1.0
2016-11-17 09:31:00,26.14449459,91.73620513,201,387,2,low,0,1.0
2016-11-17 09:57:00,26.14449459,91.73620513,303,387,2,low,0,1.0
2016-11-17 10:31:00,26.14449459,91.73620513,348,387,4,average,0,1.0
2016-11-17 11:04:00,26.14449459,91.73620513,371,387,5,average,0,1.0
2016-11-17 11:31:00,26.14449459,91.73620513,387,387,5,average,0,1.0
2016-11-17 12:04:00,26.14449459,91.73620513,390,387,8,high,0,0.5
2016-11-17 12:31:00,26.14449459,91.73620513,392,387,8,high,0,1.0
2016-11-17 13:04:00,26.14449459,91.73620513,390,387,7,high,0,1.0
2016-11-17 13:31:00,26.14449459,91.73620513,394,387,7,high,0,1.0
2016-11-17 14:04:00,26.14449459,91.73620513,394,387,4,average,0,1.5
2016-11-17 14:30:00,26.14449459,91.73620513,393,387,4,average,0,0.5
2016-11-17 14:58:00,26.14449459,91.73620513,400,387,4,average,0,0.5
2016-11-17 15:30:00,26.14449459,91.73620513,375,387,2,low,0,1.0
2016-11-17 15:58:00,26.14449459,91.73620513,365,387,2,low,0,1.5
2016-11-17 16:31:00,26.14449459,91.73620513,342,387,2,low,0,0.5
2016-11-18 08:01:00,26.14449459,91.73620513,129,387,1,low,0,1.0
2016-11-18 08:01:00,26.14449459,91.73620513,129,387,2,average,0,0.5
2016-11-18 08:27:00,26.14449459,91.73620513,154,387,1,low,0,1.0
2016-11-18 09:27:00,26.14449459,91.73620513,221,387,3,low,0,1.0
2016-11-18 10:01:00,26.14449459,91.73620513,250,387,3,low,0,1.0
2016-11-18 10:27:00,26.14449459,91.73620513,269,387,3,low,0,1.0
2016-11-18 11:01:00,26.14449459,91.73620513,297,387,5,average,0,1.5
2016-11-18 11:34:00,26.14449459,91.73620513,320,387,5,average,0,1.0
2016-11-18 12:01:00,26.14449459,91.73620513,342,387,8,high,0,1.0
2016-11-18 12:27:00,26.14449459,91.73620513,391,387,8,high,0,1.0
2016-11-18 13:01:00,26.14449459,91.73620513,383,387,7,high,0,0.5
2016-11-18 13:34:00,26.14449459,91.73620513,396,387,7,high,0,1.0
2016-11-18 14:01:00,26.14449459,91.73620513,386,387,3,average,0,1.0
2016-11-18 14:28:00,26.14449459,91.73620513,383,387,4,average,0,0.5
2016-11-18 15:01:00,26.14449459,91.73620513,379,387,3,average,0,1.5
2016-11-18 15:28:00,26.14449459,91.73620513,361,387,2,low,0,1.0
2016-11-18 16:01:00,26.14449459,91.73620513,348,387,2,low,0,0.5
2016-11-18 16:28:00,26.14449459,91.73620513,343,387,2,low,0,1.0
2016-11-19 07:57:00,26.14449459,91.73620513,107,387,1,average,0,1.0
2016-11-19 08:31:00,26.14449459,91.73620513,121,387,2,low,0,1.0
2016-11-19 08:57:00,26.14449459,91.73620513,152,387,1,low,0,1.0
2016-11-19 09:31:00,26.14449459,91.73620513,200,387,2,low,0,1.0
2016-11-19 10:04:00,26.14449459,91.73620513,257,387,3,low,0,1.0
2016-11-19 10:31:00,26.14449459,91.73620513,290,387,4,average,0,1.5
2016-11-19 10:58:00,26.14449459,91.73620513,331,387,5,high,0,1.0
2016-11-19 11:31:00,26.14449459,91.73620513,379,387,5,average,0,1.0
2016-11-19 12:04:00,26.14449459,91.73620513,402,387,8,high,0,1.5
2016-11-19 12:31:00,26.14449459,91.73620513,402,387,8,high,0,1.0
2016-11-19 13:04:00,26.14449459,91.73620513,399,387,7,high,0,0.5
2016-11-19 13:31:00,26.14449459,91.73620513,402,387,7,high,0,1.0
2016-11-19 14:04:00,26.14449459,91.73620513,402,387,4,average,0,1.0
2016-11-19 14:31:00,26.14449459,91.73620513,399,387,4,average,0,1.0
2016-11-19 15:04:00,26.14449459,91.73620513,388,387,2,low,0,1.0
2016-11-19 15:31:00,26.14449459,91.73620513,388,387,2,low,0,1.0
2016-11-19 16:04:00,26.14449459,91.73620513,395,387,3,average,0,0.5
2016-11-19 16:31:00,26.14449459,91.73620513,402,387,2,low,0,1.0
2016-11-20 08:01:00,26.14449459,91.73620513,113,387,2,low,1,1.0
2016-11-20 08:27:00,26.14449459,91.73620513,117,387,2,low,1,1.5
2016-11-20 09:01:00,26.14449459,91.73620513,124,387,3,low,1,1.0
2016-11-20 09:27:00,26.14449459,91.73620513,157,387,3,low,1,1.0
2016-11-20 10:01:00,26.14449459,91.73620513,211,387,4,low,1,1.0
2016-11-20 10:27:00,26.14449459,91.73620513,248,387,4,low,1,0.5
2016-11-20 11:01:00,26.14449459,91.73620513,327,387,7,average,1,1.0
2016-11-20 11:27:00,26.14449459,91.73620513,367,387,10,high,1,1.0
2016-11-20 12:01:00,26.14449459,91.73620513,402,387,11,high,1,1.0
2016-11-20 12:34:00,26.14449459,91.73620513,402,387,11,high,1,1.0
2016-11-20 13:07:00,26.14449459,91.73620513,402,387,10,high,1,1.0
2016-11-20 13:27:00,26.14449459,91.73620513,402,387,10,high,1,1.0
2016-11-20 14:01:00,26.14449459,91.73620513,402,387,6,average,1,1.5
2016-11-20 14:27:00,26.14449459,91.73620513,402,387,5,average,1,1.5
2016-11-20 15:01:00,26.14449459,91.73620513,402,387,3,low,1,1.0
2016-11-20 15:27:00,26.14449459,91.73620513,401,387,4,low,1,1.0
2016-11-20 16:01:00,26.14449459,91.73620513,399,387,3,average,1,1.0
2016-11-20 16:31:00,26.14449459,91.73620513,387,387,2,low,1,1.0
2016-11-21 08:04:00,26.14449459,91.73620513,153,387,2,average,0,0.5
2016-11-21 08:31:00,26.14449459,91.73620513,166,387,2,low,0,0.5
2016-11-21 09:04:00,26.14449459,91.73620513,192,387,2,low,0,1.0
2016-11-21 09:31:00,26.14449459,91.73620513,215,387,2,low,0,1.0
2016-11-21 10:04:00,26.14449459,91.73620513,250,387,3,low,0,1.5
2016-11-21 10:31:00,26.14449459,91.73620513,265,387,4,average,0,1.0
2016-11-21 11:04:00,26.14449459,91.73620513,297,387,4,average,0,1.0
2016-11-21 11:30:00,26.14449459,91.73620513,325,387,5,average,0,0.5
2016-11-21 11:57:00,26.14449459,91.73620513,340,387,5,average,0,1.0
2016-11-21 12:31:00,26.14449459,91.73620513,348,387,7,high,0,1.5
2016-11-21 12:57:00,26.14449459,91.73620513,364,387,8,high,0,1.0
2016-11-21 13:31:00,26.14449459,91.73620513,354,387,8,high,0,1.5
2016-11-21 14:04:00,26.14449459,91.73620513,359,387,4,average,0,1.0
2016-11-21 14:31:00,26.14449459,91.73620513,360,387,4,average,0,1.0
2016-11-21 14:57:00,26.14449459,91.73620513,346,387,3,average,0,1.0
2016-11-21 15:31:00,26.14449459,91.73620513,322,387,2,low,0,1.0
2016-11-21 15:57:00,26.14449459,91.73620513,313,387,3,average,0,1.0
2016-11-21 16:31:00,26.14449459,91.73620513,288,387,2,low,0,1.0
2016-11-22 07:57:00,26.14449459,91.73620513,201,387,2,low,0,1.0
2016-11-22 08:31:00,26.14449459,91.73620513,226,387,2,low,0,1.0
2016-11-22 09:04:00,26.14449459,91.73620513,265,387,2,low,0,1.0
2016-11-22 09:31:00,26.14449459,91.73620513,291,387,2,low,0,1.0
2016-11-22 10:04:00,26.14449459,91.73620513,330,387,3,low,0,1.5
2016-11-22 10:31:00,26.14449459,91.73620513,362,387,4,average,0,1.0
2016-11-22 11:04:00,26.14449459,91.73620513,387,387,6,average,0,1.0
2016-11-22 11:31:00,26.14449459,91.73620513,390,387,5,average,0,1.0
2016-11-22 12:04:00,26.14449459,91.73620513,389,387,8,high,0,1.0
2016-11-22 12:31:00,26.14449459,91.73620513,381,387,7,high,0,1.0
2016-11-22 12:57:00,26.14449459,91.73620513,390,387,8,high,0,1.0
2016-11-22 13:31:00,26.14449459,91.73620513,388,387,7,high,0,1.0
2016-11-22 13:57:00,26.14449459,91.73620513,399,387,5,average,0,0.5
2016-11-22 14:31:00,26.14449459,91.73620513,388,387,6,high,0,1.0
2016-11-22 14:57:00,26.14449459,91.73620513,386,387,4,average,0,1.0
2016-11-22 15:31:00,26.14449459,91.73620513,379,387,3,average,0,1.0
2016-11-22 15:57:00,26.14449459,91.73620513,368,387,3,average,0,1.0
2016-11-22 16:30:00,26.14449459,91.73620513,335,387,3,average,0,1.5
2016-11-23 08:04:00,26.14449459,91.73620513,224,387,2,average,0,0.5
2016-11-23 08:30:00,26.14449459,91.73620513,253,387,2,low,0,1.0
2016-11-23 08:57:00,26.14449459,91.73620513,286,387,3,low,0,1.0
2016-11-23 09:31:00,26.14449459,91.73620513,334,387,3,average,0,1.0
2016-11-23 10:04:00,26.14449459,91.73620513,375,387,3,low,0,1.0
2016-11-23 10:31:00,26.14449459,91.73620513,398,387,4,average,0,1.5
2016-11-23 11:04:00,26.14449459,91.73620513,395,387,7,high,0,0.5
2016-11-23 11:31:00,26.14449459,91.73620513,396,387,6,average,0,1.0
2016-11-23 11:57:00,26.14449459,91.73620513,390,387,4,average,0,1.0
2016-11-23 12:31:00,26.14449459,91.73620513,395,387,6,average,0,1.0
2016-11-23 13:04:00,26.14449459,91.73620513,399,387,7,high,0,1.0
2016-11-23 13:31:00,26.14449459,91.73620513,402,387,7,high,0,0.5
2016-11-23 13:57:00,26.14449459,91.73620513,402,387,5,average,0,0.5
2016-11-23 14:30:00,26.14449459,91.73620513,402,387,4,average,0,1.0
2016-11-23 15:04:00,26.14449459,91.73620513,392,387,2,average,0,1.0
2016-11-23 15:31:00,26.14449459,91.73620513,380,387,3,low,0,1.5
2016-11-23 16:04:00,26.14449459,91.73620513,357,387,3,low,0,1.0
2016-11-23 16:30:00,26.14449459,91.73620513,339,387,1,low,0,1.0
2016-11-24 08:00:00,26.14449459,91.73620513,153,387,2,low,0,1.0
2016-11-24 08:27:00,26.14449459,91.73620513,166,387,1,low,0,1.0
2016-11-24 09:00:00,26.14449459,91.73620513,199,387,2,low,0,0.5
2016-11-24 09:34:00,26.14449459,91.73620513,239,387,2,low,0,1.0
2016-11-24 10:01:00,26.14449459,91.73620513,273,387,4,average,0,1.0
2016-11-24 10:27:00,26.14449459,91.73620513,296,387,4,average,0,1.0
2016-11-24 11:00:00,26.14449459,91.73620513,334,387,6,average,0,1.0
2016-11-24 11:27:00,26.14449459,91.73620513,353,387,5,average,0,1.0
2016-11-24 12:00:00,26.14449459,91.73620513,380,387,8,high,0,0.5
2016-11-24 12:30:00,26.14449459,91.73620513,398,387,7,high,0,1.0
2016-11-24 13:04:00,26.14449459,91.73620513,400,387,7,high,0,0.5
2016-11-24 13:30:00,26.14449459,91.73620513,400,387,7,high,0,0.5
2016-11-24 13:57:00,26.14449459,91.73620513,397,387,8,high,0,1.0
2016-11-24 14:30:00,26.14449459,91.73620513,396,387,4,average,0,1.0
2016-11-24 14:57:00,26.14449459,91.73620513,389,387,4,average,0,0.5
2016-11-24 15:31:00,26.14449459,91.73620513,369,387,3,average,0,1.0
2016-11-24 15:57:00,26.14449459,91.73620513,357,387,2,low,0,1.0
2016-11-24 16:31:00,26.14449459,91.73620513,339,387,2,low,0,1.0
2016-11-25 08:00:00,26.14449459,91.73620513,155,387,2,low,0,1.5
2016-11-25 08:00:00,26.14449459,91.73620513,155,387,1,low,0,1.0
2016-11-25 09:00:00,26.14449459,91.73620513,205,387,2,low,0,1.0
2016-11-25 09:27:00,26.14449459,91.73620513,244,387,2,low,0,0.5
2016-11-25 10:00:00,26.14449459,91.73620513,299,387,3,low,0,1.0
2016-11-25 10:27:00,26.14449459,91.73620513,343,387,3,low,0,1.0
2016-11-25 11:00:00,26.14449459,91.73620513,379,387,6,average,0,1.0
2016-11-25 11:27:00,26.14449459,91.73620513,397,387,5,average,0,1.0
2016-11-25 12:00:00,26.14449459,91.73620513,401,387,8,high,0,1.0
2016-11-25 12:34:00,26.14449459,91.73620513,401,387,8,high,0,1.0
2016-11-25 13:00:00,26.14449459,91.73620513,402,387,7,high,0,1.0
2016-11-25 13:27:00,26.14449459,91.73620513,402,387,7,high,0,1.0
2016-11-25 14:00:00,26.14449459,91.73620513,401,387,4,average,0,0.5
2016-11-25 14:34:00,26.14449459,91.73620513,394,387,4,average,0,1.0
2016-11-25 15:00:00,26.14449459,91.73620513,389,387,5,high,0,1.0
2016-11-25 15:27:00,26.14449459,91.73620513,368,387,2,low,0,1.0
2016-11-25 16:00:00,26.14449459,91.73620513,352,387,1,low,0,1.0
2016-11-25 16:27:00,26.14449459,91.73620513,342,387,2,low,0,1.0
2016-11-26 08:01:00,26.14449459,91.73620513,122,387,1,low,0,1.0
2016-11-26 08:28:00,26.14449459,91.73620513,147,387,2,low,0,0.5
2016-11-26 09:01:00,26.14449459,91.73620513,189,387,1,low,0,1.0
2016-11-26 09:35:00,26.14449459,91.73620513,244,387,2,low,0,1.0
2016-11-26 10:01:00,26.14449459,91.73620513,298,387,3,average,0,1.0
2016-11-26 10:35:00,26.14449459,91.73620513,359,387,4,average,0,0.5
2016-11-26 11:01:00,26.14449459,91.73620513,395,387,5,average,0,1.0
2016-11-26 11:28:00,26.14449459,91.73620513,401,387,5,average,0,1.0
2016-11-26 12:01:00,26.14449459,91.73620513,401,387,8,high,0,1.0
2016-11-26 12:28:00,26.14449459,91.73620513,401,387,8,high,0,1.0
2016-11-26 13:01:00,26.14449459,91.73620513,402,387,7,high,0,1.5
2016-11-26 13:28:00,26.14449459,91.73620513,402,387,7,high,0,1.0
2016-11-26 14:01:00,26.14449459,91.73620513,402,387,6,high,0,1.0
2016-11-26 14:41:00,26.14449459,91.73620513,399,387,3,average,0,1.0
2016-11-26 15:01:00,26.14449459,91.73620513,401,387,4,average,0,1.0
2016-11-26 15:28:00,26.14449459,91.73620513,398,387,3,average,0,1.0
2016-11-26 16:01:00,26.14449459,91.73620513,402,387,2,low,0,1.0
2016-11-26 16:28:00,26.14449459,91.73620513,400,387,2,low,0,1.0
2016-11-27 08:02:00,26.14449459,91.73620513,145,387,2,low,1,1.0
2016-11-27 08:32:00,26.14449459,91.73620513,146,387,3,low,1,1.0
2016-11-27 09:02:00,26.14449459,91.73620513,150,387,3,low,1,0.5
2016-11-27 09:32:00,26.14449459,91.73620513,174,387,3,low,1,1.0
2016-11-27 10:01:00,26.14449459,91.73620513,207,387,4,low,1,1.0
2016-11-27 10:32:00,26.14449459,91.73620513,266,387,5,average,1,1.0
2016-11-27 11:01:00,26.14449459,91.73620513,345,387,9,high,1,1.5
2016-11-27 11:31:00,26.14449459,91.73620513,391,387,7,average,1,1.0
2016-11-27 12:01:00,26.14449459,91.73620513,402,387,11,high,1,0.5
2016-11-27 12:32:00,26.14449459,91.73620513,403,387,11,high,1,1.0
2016-11-27 13:08:00,26.14449459,91.73620513,401,387,9,high,1,1.0
2016-11-27 13:32:00,26.14449459,91.73620513,401,387,10,high,1,0.5
2016-11-27 14:02:00,26.14449459,91.73620513,402,387,6,average,1,0.5
2016-11-27 14:31:00,26.14449459,91.73620513,402,387,6,average,1,1.0
2016-11-27 15:01:00,26.14449459,91.73620513,402,387,5,average,1,1.0
2016-11-27 15:32:00,26.14449459,91.73620513,402,387,3,low,1,1.0
2016-11-27 16:01:00,26.14449459,91.73620513,388,387,3,low,1,0.5
2016-11-27 16:32:00,26.14449459,91.73620513,401,387,4,average,1,1.0
2016-11-28 08:01:00,26.14449459,91.73620513,146,387,1,low,0,0.5
2016-11-28 08:32:00,26.14449459,91.73620513,166,387,2,average,0,0.5
2016-11-28 09:02:00,26.14449459,91.73620513,193,387,2,low,0,1.0
2016-11-28 09:28:00,26.14449459,91.73620513,223,387,2,low,0,1.0
2016-11-28 10:01:00,26.14449459,91.73620513,270,387,3,low,0,1.0
2016-11-28 10:32:00,26.14449459,91.73620513,321,387,4,average,0,0.5
2016-11-28 11:01:00,26.14449459,91.73620513,359,387,5,average,0,0.5
2016-11-28 11:32:00,26.14449459,91.73620513,377,387,5,average,0,1.0
2016-11-28 12:01:00,26.14449459,91.73620513,384,387,8,high,0,1.0
2016-11-28 12:28:00,26.14449459,91.73620513,393,387,8,high,0,0.5
2016-11-28 13:02:00,26.14449459,91.73620513,398,387,7,high,0,1.0
2016-11-28 13:31:00,26.14449459,91.73620513,402,387,7,high,0,1.0
2016-11-28 14:02:00,26.14449459,91.73620513,399,387,4,average,0,1.0
2016-11-28 14:32:00,26.14449459,91.73620513,384,387,4,average,0,1.0
2016-11-28 15:02:00,26.14449459,91.73620513,378,387,2,low,0,0.5
2016-11-28 15:41:00,26.14449459,91.73620513,368,387,2,low,0,1.0
2016-11-28 16:02:00,26.14449459,91.73620513,360,387,3,average,0,1.0
2016-11-28 16:28:00,26.14449459,91.73620513,352,387,2,low,0,1.0
2016-11-29 07:55:00,26.14449459,91.73620513,221,387,1,low,0,1.0
2016-11-29 08:28:00,26.14449459,91.73620513,251,387,2,low,0,1.0
2016-11-29 09:02:00,26.14449459,91.73620513,279,387,3,average,0,1.0
2016-11-29 09:28:00,26.14449459,91.73620513,316,387,2,low,0,0.5
2016-11-29 10:01:00,26.14449459,91.73620513,294,387,3,low,0,1.0
2016-11-29 10:28:00,26.14449459,91.73620513,336,387,4,low,0,1.5
2016-11-29 11:01:00,26.14449459,91.73620513,383,387,6,average,0,1.5
2016-11-29 11:28:00,26.14449459,91.73620513,395,387,5,average,0,1.5
2016-11-29 11:55:00,26.14449459,91.73620513,395,387,5,average,0,0.5
2016-11-29 12:28:00,26.14449459,91.73620513,397,387,8,high,0,1.0
2016-11-29 13:02:00,26.14449459,91.73620513,397,387,7,high,0,0.5
2016-11-29 13:28:00,26.14449459,91.73620513,383,387,7,high,0,1.0
2016-11-29 14:01:00,26.14449459,91.73620513,397,387,4,average,0,1.0
2016-11-29 14:28:00,26.14449459,91.73620513,402,387,4,average,0,1.5
2016-11-29 14:55:00,26.14449459,91.73620513,398,387,4,average,0,1.0
2016-11-29 15:28:00,26.14449459,91.73620513,378,387,2,low,0,0.5
2016-11-29 16:02:00,26.14449459,91.73620513,371,387,2,low,0,0.5
2016-11-29 16:28:00,26.14449459,91.73620513,337,387,2,low,0,1.0
2016-11-30 08:02:00,26.14449459,91.73620513,205,387,2,average,0,0.5
2016-11-30 08:28:00,26.14449459,91.73620513,221,387,2,low,0,1.0
2016-11-30 09:01:00,26.14449459,91.73620513,266,387,3,low,0,1.0
2016-11-30 09:28:00,26.14449459,91.73620513,303,387,3,low,0,1.0
2016-11-30 10:01:00,26.14449459,91.73620513,350,387,3,low,0,0.5
2016-11-30 10:28:00,26.14449459,91.73620513,382,387,3,low,0,0.5
2016-11-30 10:55:00,26.14449459,91.73620513,378,387,4,average,0,0.5
2016-11-30 11:28:00,26.14449459,91.73620513,396,387,5,average,0,1.5
2016-11-30 12:01:00,26.14449459,91.73620513,398,387,8,high,0,1.0
2016-11-30 12:28:00,26.14449459,91.73620513,396,387,8,high,0,1.0
2016-11-30 13:01:00,26.14449459,91.73620513,393,387,7,high,0,1.0
2016-11-30 13:28:00,26.14449459,91.73620513,399,387,5,average,0,0.5
2016-11-30 14:01:00,26.14449459,91.73620513,396,387,4,average,0,1.0
2016-11-30 14:28:00,26.14449459,91.73620513,393,387,4,average,0,0.5
2016-11-30 15:01:00,26.14449459,91.73620513,391,387,3,low,0,0.5
2016-11-30 15:28:00,26.14449459,91.73620513,378,387,2,low,0,1.0
2016-11-30 16:01:00,26.14449459,91.73620513,367,387,2,average,0,1.0
2016-11-30 16:28:00,26.14449459,91.73620513,353,387,2,low,0,1.0
2016-12-01 08:05:00,26.14449459,91.73620513,207,387,2,average,0,0.5
2016-12-01 08:25:00,26.14449459,91.73620513,219,387,2,low,0,1.0
2016-12-01 08:58:00,26.14449459,91.73620513,266,387,2,low,0,0.5
2016-12-01 09:25:00,26.14449459,91.73620513,302,387,3,low,0,1.5
2016-12-01 09:58:00,26.14449459,91.73620513,345,387,2,low,0,0.5
2016-12-01 10:25:00,26.14449459,91.73620513,369,387,3,low,0,1.0
2016-12-01 10:58:00,26.14449459,91.73620513,389,387,4,average,0,1.5
2016-12-01 11:32:00,26.14449459,91.73620513,398,387,5,average,0,1.0
2016-12-01 11:58:00,26.14449459,91.73620513,397,387,5,average,0,1.0
2016-12-01 12:25:00,26.14449459,91.73620513,397,387,8,high,0,1.0
2016-12-01 12:58:00,26.14449459,91.73620513,400,387,8,high,0,1.0
2016-12-01 13:25:00,26.14449459,91.73620513,402,387,7,high,0,1.0
2016-12-01 13:58:00,26.14449459,91.73620513,402,387,5,average,0,1.0
2016-12-01 14:25:00,26.14449459,91.73620513,396,387,4,average,0,0.5
2016-12-01 14:58:00,26.14449459,91.73620513,393,387,4,average,0,1.0
2016-12-01 15:25:00,26.14449459,91.73620513,390,387,3,low,0,0.5
2016-12-01 15:58:00,26.14449459,91.73620513,364,387,3,low,0,1.0
2016-12-01 16:25:00,26.14449459,91.73620513,366,387,2,low,0,1.0
2016-12-02 07:55:00,26.14449459,91.73620513,137,387,2,average,0,0.5
2016-12-02 08:28:00,26.14449459,91.73620513,161,387,2,average,0,1.0
2016-12-02 09:01:00,26.14449459,91.73620513,192,387,2,low,0,0.5
2016-12-02 09:28:00,26.14449459,91.73620513,219,387,2,low,0,1.0
2016-12-02 10:02:00,26.14449459,91.73620513,249,387,3,low,0,1.0
2016-12-02 10:28:00,26.14449459,91.73620513,270,387,3,low,0,1.0
2016-12-02 11:01:00,26.14449459,91.73620513,317,387,4,average,0,1.0
2016-12-02 11:28:00,26.14449459,91.73620513,346,387,5,average,0,1.0
2016-12-02 12:01:00,26.14449459,91.73620513,374,387,8,high,0,1.0
2016-12-02 12:28:00,26.14449459,91.73620513,401,387,8,high,0,1.0
2016-12-02 12:58:00,26.14449459,91.73620513,402,387,8,high,0,1.5
2016-12-02 13:25:00,26.14449459,91.73620513,400,387,7,high,0,1.0
2016-12-02 13:58:00,26.14449459,91.73620513,402,387,8,high,0,0.5
2016-12-02 14:25:00,26.14449459,91.73620513,397,387,6,high,0,1.0
2016-12-02 14:58:00,26.14449459,91.73620513,388,387,4,average,0,1.0
2016-12-02 15:31:00,26.14449459,91.73620513,382,387,2,low,0,0.5
2016-12-02 15:58:00,26.14449459,91.73620513,365,387,3,low,0,1.0
2016-12-02 16:32:00,26.14449459,91.73620513,349,387,3,average,0,1.0
2016-12-05 08:02:00,26.14449459,91.73620513,132,387,2,low,1,0.5
2016-12-05 08:29:00,26.14449459,91.73620513,149,387,3,average,1,1.0
